description,condition,memory,network,price,title,Model,Brand,OS,url,raw_content
"UNLOCKED iPhone 6 64 GB Silver in Great Condition, Includes Charger, Fast Shipping",good,64,Unlocked,250,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/YTK037/view,.
Like new 64GB iPhone 6 silver,good,64,Unlocked,250,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/FND948/view,.
"In good condition, minor sign of use, activation ready",good,64,Unlocked,254,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/SIU926/view,.
iPhone 6 128GB Unlocked (Gold) | Fair | Trusted Business Seller | 30 Day Warranty | Ships Fast,Fair,128,Unlocked,255,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/9258/view,.
Apple iPhone 6 GSM 128 GB Space Gray with Box & Accessories (Unlocked) [A1549],good,128,Unlocked,255,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/FKU881/view,.
iPhone 6 128GB Unlocked (Gray) |  Fair  | Trusted Business Seller | 30 Day Warranty | Ships Fast,Fair,128,Unlocked,255,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/12875/view,.
iPhone 6 64 GB Space Grey,good,64,Unlocked,255,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/VJC343/view,.
"iPhone 6, 64GB Gold color in great condition",good,64,Unlocked,255,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/VJF119/view,.
Apple iPhone 6 Unlocked,good,64,Unlocked,259,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/DCW390/view,.
"In good condition, minor sign of use, activation ready Unlocked",good,64,Unlocked,259,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/MYT939/view,.
MINT unlocked iPhone 6 64GB Black,good,64,Unlocked,259,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/ANG009/view,.
So much space! 128 GB unlocked iPhone 6. Includes original box and earphones for a great price,Fair,128,Unlocked,260,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/CAI715/view,.
Gold iPhone 6,good,64,Unlocked,260,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/LTE981/view,.
Space Gray iPhone 6 64gb like-new! Include Speck Wallet and Tech21 Cases ($100 value),good,64,Unlocked,264,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/GRV589/view,.
Unlocked. Like New. Minimal Signs of USE,good,64,Unlocked,264,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/HEL959/view,.
*UNLOCKED* FAIR iPhone 6 64GB -FREE EXPEDITED SHIPPING-CORPORATE TRUSTED SELLER,Fair,64,Unlocked,269,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/9717/view,.
*UNLOCKED* FAIR iPhone 6 64GB -FREE EXPEDITED SHIPPING-CORPORATE TRUSTED SELLER,Fair,64,Unlocked,269,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/12373/view,.
*UNLOCKED* FAIR iPhone 6 64GB -FREE EXPEDITED SHIPPING-CORPORATE TRUSTED SELLER,Fair,64,Unlocked,269,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/13131/view,.
Unlocked Apple iPhone 6 A1549,good,16,Unlocked,270,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/TQT939/view,.
"Apple iPhone 6 (Unlocked) [A1549], Silver, 16 GB with New AC Adapter & USB charger",good,16,Unlocked,275,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/DDX882/view,.
UNLOCKED - VERY GOOD CONDITION - ORIGINAL BOX W/ALL ACCESSORIES - FREE CASE - FAST SHIPPING,good,64,Unlocked,275,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/BCR424/view,.
"Apple iPhone 6 (Unlocked) [A1549], Silver, 64 GB, in Good condition with AC Adapter & USB Cable",good,16,Unlocked,275,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/MIC501/view,.
"iPhone 6, 64GB, Space Gray, Unlocked (formerly Verizon), mint condition!",good,64,Unlocked,279,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/LDI120/view,.
Unlocked iPhone 6 128gb Space Grey,good,128,Unlocked,285,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/HZZ564/view,.
"Gold Apple iPhone 6 128GB, AT&T/Unlocked. Cable, charging block, & never used headphones.",good,128,Unlocked,289,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/YZY891/view,.
Unlocked - Works on USA GSM Networks - Fast & Free Shipping,good,16,Unlocked,290,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/2289/view,.
Flawless Like New W/ Box & Accessories - Fast Free Shipping,good,16,Unlocked,290,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/2192/view,.
*UNLOCKED* FAIR iPhone 6 128GB -EXPEDITED SHIPPING-CORPORATE TRUSTED SELLER-WARRANTY INCLUDED,Fair,128,Unlocked,299,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/10010/view,.
"30 Days Warranty All New Accessories, Apple iPhone 6 (Unlocked), Silver, 64GB, Mint condition.",good,64,Unlocked,299,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/HSE541/view,.
"30 Days Warranty With All New Accessories Apple iPhone 6 (Unlocked), Sp Grey, 64GB, Mint condition.",good,64,Unlocked,299,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/FXP322/view,.
"30 Days Warranty With New Accessories, Apple iPhone 6 (Unlocked), Grey, 16GB, Mint condition.",good,16,Unlocked,300,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/MXG813/view,.
"iPhone 6 w/ Box (64 GB, Unlocked, Space Gray)",good,64,Unlocked,300,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/TQS393/view,.
"iPhone 6 w/ Box (64 GB, Unlocked, Gold)",good,64,Unlocked,300,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/CRD795/view,.
iPhone 6 128GB,good,128,Unlocked,300,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/FPU106/view,.
"Apple iPhone 6 (A1549) 64GB Space Grey with Original Box, Charger, USB Cable",good,64,Unlocked,302,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/JFR458/view,.
iPhone 6 [64GB][Unlock]Gold mint condition,good,64,Unlocked,310,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/TDA917/view,.
iPhone 6 128gb unlocked ATT (a1549),good,128,Unlocked,320,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/FPP392/view,.
Unlocked iPhone 6 64gb  - Fast & Free Shipping,good,64,Unlocked,325,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/2244/view,.
iPhone 6 - 128Gb - iOs 11.0.2 - Unlocked - B Grade - Factory Unlocked - 14 Day Warranty,good,128,Unlocked,335,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/CHA355/view,.
Unlocked iPhone 6 New 32GB,good,32,Unlocked,200,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/ZRC651/view,.
Very nice condition unlocked iPhone 6... Perfect(Mint)  Screen,good,64,Unlocked,225,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/LXX950/view,.
iPhone 6 64GB Grey (Unlocked) | Good Condition | Box & Case | Same day Shipping,good,64,Unlocked,215,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/UDE973/view,.
a gold iphone 6 in min condition,good,16,Unlocked,195,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/PUC610/view,.
"TEMPERED GLASS, CHARGING CABLE, & EARPHONES INCLUDED FAST SHIPPING",good,16,Unlocked,215,Apple iPhone 6 (Unlocked) [A1549],iPhone 6,Apple,iOS,https://swappa.com/listing/NGG257/view,.
"Apple iPhone 5c, GSM unlocked, blue",good,32,Unlocked,90,Apple iPhone 5C GSM (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/BGG495/view,.
iPhone 5c in perfect working condition,good,16,Unlocked,70,Apple iPhone 5C GSM (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/UQU460/view,.
Good Condition iPhone 5C 16GB Blue GSM Unlocked w. USB Cable *FREE PRIORITY SHIPPING *TRUSTED SELLER,good,16,Unlocked,70,Apple iPhone 5C GSM (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/JDT104/view,.
Unlocked White iPhone,Fair,8,Unlocked,70,Apple iPhone 5C GSM (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/MNY264/view,.
iPhone 5C (Blue) GSM Unlocked,Fair,16,Unlocked,70,Apple iPhone 5C GSM (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/GRH930/view,.
"Mint condition, amazing phone!!",good,64,Unlocked,140,Doogee Mix (Unlocked),Mix,Doogee,Android,https://swappa.com/listing/MYE547/view,.
NIB SAMSUNG J7 2016 SINGLE SIM J710MN,good,16,Unlocked,170,Samsung Galaxy J7 (Dual Sim) (2016) (Unlocked) [SM-J710MN/DS],Galaxy J7,Samsung,Android,https://swappa.com/listing/YEU035/view,.
New factory unlocked dual SIM Samsung Galaxy J7(2016) SMJ710 Gold 16G,good,16,Unlocked,186,Samsung Galaxy J7 (Dual Sim) (2016) (Unlocked) [SM-J710MN/DS],Galaxy J7,Samsung,Android,https://swappa.com/listing/KSL896/view,.
"Good condition Nokia 6, with extras",good,32,Unlocked,160,Nokia 6 (Unlocked),Nexus 6,Nokia,Android,https://swappa.com/listing/QIZ114/view,.
Mint Unlocked Nokia 6 + Extras.  32GB Storage 3GB RAM,good,32,Unlocked,150,Nokia 6 (Unlocked),Nexus 6,Nokia,Android,https://swappa.com/listing/TYW827/view,.
"Nokia 6 (32GB storage, 3GB RAM, Black, Unlocked)",good,32,Unlocked,130,Nokia 6 (Unlocked),Nexus 6,Nokia,Android,https://swappa.com/listing/ESF231/view,.
"Nokia 6 - with Amazon ads, barely used",good,32,Unlocked,150,Nokia 6 (Unlocked),Nexus 6,Nokia,Android,https://swappa.com/listing/YQF554/view,.
Nokia 6 32gb GSM Unlocked *Brand Sealed* *Same Day Shipping*,good,32,Unlocked,180,Nokia 6 (Unlocked),Nexus 6,Nokia,Android,https://swappa.com/listing/EYH148/view,.
Samsung Galaxy J1 J120M Duos J120M/DS 8GB Factory Unlocked - Black,good,8,Unlocked,89,Samsung Galaxy J1 Duos 2016 (Unlocked) [SM-J120M/DS],Galaxy J1 Duos,Samsung,Android,https://swappa.com/listing/HAF593/view,.
"Brand New Samsung A9 Pro (SM-A9100) 32gb dual sim, factory unlocked never been used",good,32,Unlocked,250,Samsung Galaxy A9 Pro (Unlocked) [A9100],Galaxy A9 Pro,Samsung,Android,https://swappa.com/listing/CPQ838/view,.
"Unlocked Blu R1 Plus - 32 GB, Barely used, almost perfect condition",good,32,Unlocked,75,Blu R1 Plus (Unlocked),R1 Plus ,BLU,Android,https://swappa.com/listing/FXT240/view,.
Moto z2 play,good,64,Unlocked,380,Moto Z2 Play (Unlocked),moto Z2 Play ,Motorola,Android,https://swappa.com/listing/PZD365/view,.
Unlocked Moto Z2 Play w/mods,good,64,Unlocked,540,Moto Z2 Play (Unlocked),moto Z2 Play ,Motorola,Android,https://swappa.com/listing/IEA027/view,.
Unlocked Moto Z2 Play,good,64,Unlocked,430,Moto Z2 Play (Unlocked),moto Z2 Play ,Motorola,Android,https://swappa.com/listing/PAE090/view,.
Mint Condition Moto Z2 Play - Unlocked,good,64,Unlocked,460,Moto Z2 Play (Unlocked),moto Z2 Play ,Motorola,Android,https://swappa.com/listing/QPA044/view,.
Unused Samsung Galaxy A7 (2017) with original accessories,good,32,Unlocked,285,Samsung Galaxy A7 2017 (Unlocked),Galaxy A7,Samsung,Android,https://swappa.com/listing/QZG214/view,.
"MINT Samsung Galaxy A7 2017 + Accessories (128gb Card, Cases, Screen Protectors)",good,32,Unlocked,275,Samsung Galaxy A7 2017 (Unlocked),Galaxy A7,Samsung,Android,https://swappa.com/listing/YPJ335/view,.
Brand New and Unlocked - FREE SHIPPING,good,32,Unlocked,500,LG G6 (Unlocked) [H873],G6,LG,Android,https://swappa.com/listing/ATU992/view,.
LG G6 Black Unlocked with Spigen Case,good,32,Unlocked,500,LG G6 (Unlocked) [H873],G6,LG,Android,https://swappa.com/listing/SMH838/view,.
Moto E4 Plus International Unlocked,good,32,Unlocked,129,Moto E4 Plus (Unlocked),moto E4 Plus ,Motorola,Android,https://swappa.com/listing/ZHZ204/view,.
LOWEST PRICED! NEW UNLOCKED 16GB GRAY MOTOROLA MOTO E4 PLUS. FIVE STAR SELLER! FAST SHIPPING!,good,16,Unlocked,120,Moto E4 Plus (Unlocked),moto E4 Plus ,Motorola,Android,https://swappa.com/listing/VKX183/view,.
LOWEST PRICED! NEW UNLOCKED 16GB GRAY MOTOROLA MOTO E4 PLUS. FIVE STAR SELLER! FAST SHIPPING!,good,16,Unlocked,120,Moto E4 Plus (Unlocked),moto E4 Plus ,Motorola,Android,https://swappa.com/listing/ZNI678/view,.
Moto E4 Plus 16GB unlocked,good,16,Unlocked,69,Moto E4 Plus (Unlocked),moto E4 Plus ,Motorola,Android,https://swappa.com/listing/ZQR639/view,.
Moto E4 Plus Unlocked (16gb),good,16,Unlocked,135,Moto E4 Plus (Unlocked),moto E4 Plus ,Motorola,Android,https://swappa.com/listing/VVV301/view,.
Mint Moto E4 With All OG Accessories,good,16,Unlocked,95,Moto E4 (Unlocked),moto E4,Motorola,Android,https://swappa.com/listing/ZGR893/view,.
Moto E4 Black [Good Condition],good,16,Unlocked,75,Moto E4 (Unlocked),moto E4,Motorola,Android,https://swappa.com/listing/LXQ473/view,.
"Moto E4 (Unlocked), Black Mint XT1768",good,16,Unlocked,90,Moto E4 (Unlocked),moto E4,Motorola,Android,https://swappa.com/listing/KGV369/view,.
"Brand new Moto E4 UNLOCKED, Black 16gb",good,16,Unlocked,95,Moto E4 (Unlocked),moto E4,Motorola,Android,https://swappa.com/listing/GGG878/view,.
Moto E4 Black 16 gb unlocked with case and screen guard,good,16,Unlocked,100,Moto E4 (Unlocked),moto E4,Motorola,Android,https://swappa.com/listing/PWP660/view,.
Samsung Galaxy A 5 2017 Duo mint,good,32,Unlocked,220,Samsung Galaxy A5 2017 Duos (Unlocked),Galaxy A5,Samsung,Android,https://swappa.com/listing/SUB264/view,.
Samsung Galaxy A5 2017 Global Variant (Black Sky),good,32,Unlocked,215,Samsung Galaxy A5 2017 Duos (Unlocked),Galaxy A5,Samsung,Android,https://swappa.com/listing/EMZ236/view,.
**Mint**Zero Signs Of use! Beautiful Greyish Blue A5 2017,good,32,Unlocked,235,Samsung Galaxy A5 2017 Duos (Unlocked),Galaxy A5,Samsung,Android,https://swappa.com/listing/FYH393/view,.
"Brand NEW in the box, Blu Life One X2 Mini; case, screen protector, earbuds",good,64,Unlocked,105,Blu Life One X2 Mini (Unlocked),Life One X2,BLU,Android,https://swappa.com/listing/FXD038/view,.
Dual Sim Unlocked,good,64,Unlocked,105,Blu Life One X2 Mini (Unlocked),Life One X2,BLU,Android,https://swappa.com/listing/JWW037/view,.
MINT BLU LIFE ONE X2 MINI,good,64,Unlocked,125,Blu Life One X2 Mini (Unlocked),Life One X2,BLU,Android,https://swappa.com/listing/HIT079/view,.
"Near Mint Asuz Zenfone 3 Zoom! All original accessories included, case included",good,32,Unlocked,220,Asus Zenfone 3 Zoom (Unlocked),Zenfone 3 Zoom,Asus,Android,https://swappa.com/listing/HAH194/view,.
Asus ZenFone 3 Zoom with original packaging and accessories,good,32,Unlocked,215,Asus Zenfone 3 Zoom (Unlocked),Zenfone 3 Zoom,Asus,Android,https://swappa.com/listing/JPL837/view,.
"Brand new, never used,  with all accessories, w/plastic",good,32,Unlocked,225,Asus Zenfone 3 Zoom (Unlocked),Zenfone 3 Zoom,Asus,Android,https://swappa.com/listing/YAJ376/view,.
"Brand New, Never Used, Black color, 32 ROM, 3G RAM,W/Plastic",good,32,Unlocked,225,Asus Zenfone 3 Zoom (Unlocked),Zenfone 3 Zoom,Asus,Android,https://swappa.com/listing/TSB648/view,.
Asus Zenfone 3 Zoom Excellent condition,good,32,Unlocked,220,Asus Zenfone 3 Zoom (Unlocked),Zenfone 3 Zoom,Asus,Android,https://swappa.com/listing/MYV080/view,.
Good condition Note 4 Korean model N910S,good,32,Unlocked,145,Samsung Galaxy Note 4 (Unlocked) [N910S],Galaxy Note 4,Samsung,Android,https://swappa.com/listing/FJU395/view,.
Mint... Not a mark,good,64,Unlocked,310,Samsung Galaxy C9 Pro (Unlocked),Galaxy C9 Pro,Samsung,Android,https://swappa.com/listing/EFF430/view,.
Samsung Galaxy C9 Pro C9000 64GB Dual SIM - Black,good,64,Unlocked,365,Samsung Galaxy C9 Pro (Unlocked),Galaxy C9 Pro,Samsung,Android,https://swappa.com/listing/IZM998/view,.
Galaxy c9 Pro,good,64,Unlocked,280,Samsung Galaxy C9 Pro (Unlocked),Galaxy C9 Pro,Samsung,Android,https://swappa.com/listing/DTC602/view,.
Samsung Galaxy C9 Pro,good,64,Unlocked,299,Samsung Galaxy C9 Pro (Unlocked),Galaxy C9 Pro,Samsung,Android,https://swappa.com/listing/MXM005/view,.
"Brand new unused Samsung Galaxy C9 Pro 6gb 64gb, dual sim, factory unlocked",good,64,Unlocked,305,Samsung Galaxy C9 Pro (Unlocked),Galaxy C9 Pro,Samsung,Android,https://swappa.com/listing/ZSD468/view,.
Huawei P10 Plus - Dazzling Blue - 64GB Storage/6GB Ram - Original Packaging + Extras!,good,64,Unlocked,410,Huawei P10 Plus (Unlocked),P10 Plus ,Huawei,Android,https://swappa.com/listing/ZGC398/view,.
** NEAR MINT- Huawei P10 Plus - Black 128GB + Extras! Model VKY-L29,good,128,Unlocked,510,Huawei P10 Plus (Unlocked),P10 Plus ,Huawei,Android,https://swappa.com/listing/XDE361/view,.
Huawei P10 Plus with extras,good,128,Unlocked,530,Huawei P10 Plus (Unlocked),P10 Plus ,Huawei,Android,https://swappa.com/listing/WPJ755/view,.
Like new Unlocked Huawei P10+ Mint Condition,good,128,Unlocked,414,Huawei P10 Plus (Unlocked),P10 Plus ,Huawei,Android,https://swappa.com/listing/AUZ075/view,.
"Huawei P10 Plus VKY-L29 * Dazzling Blue * EXTRA Case, Travel Quick Charger, Screen Protector",good,128,Unlocked,545,Huawei P10 Plus (Unlocked),P10 Plus ,Huawei,Android,https://swappa.com/listing/GYJ862/view,.
Unlocked Alcatel Idol 4s with Windows - Mint Condition - VR Headset Included,good,64,Unlocked,150,Alcatel Idol 4S with Windows (Unlocked),Idol 4S with,Alcatel,Android,https://swappa.com/listing/CDR618/view,.
Umi Plus E Black,good,64,Unlocked,175,UMi Plus E (Unlocked),Plus E ,UMi,Android,https://swappa.com/listing/YND033/view,.
"Ships USPS Priority mail, beautiful overall condition.",good,8,Unlocked,59,Blu Dash X2 (Unlocked),Dash X2 ,BLU,Android,https://swappa.com/listing/PUT561/view,.
BLU DASH M2 (D090L),good,8,Unlocked,35,Blu Dash X2 (Unlocked),Dash X2 ,BLU,Android,https://swappa.com/listing/FAN502/view,.
BLU Dash X2 D110U D110 Factory Unlocked - Gray,good,8,Unlocked,90,Blu Dash X2 (Unlocked),Dash X2 ,BLU,Android,https://swappa.com/listing/HDE814/view,.
BLU Energy X Plus 2 E150Q Factory Unlocked - Gold,good,64,Unlocked,120,Blu Energy X Plus 2 (Unlocked),Energy X Plus,BLU,Android,https://swappa.com/listing/NXQ174/view,.
"Huawei Mediapad M2 8.0 (M2-803L) 8"" 3GB 64GB Gold Dual Altec Lansing Speakers",good,64,Unlocked,160,"Huawei MediaPad M2 8"" - Cellular (Unlocked)","MediaPad M2 8""",Huawei,Android,https://swappa.com/listing/SUG653/view,.
"Acer Liquid Jade Primo (Unlocked), Black 3 GB RAM 32 GB NEW with desktop bundle",good,32,Unlocked,200,Acer Liquid Jade Primo (Unlocked),Liquid Jade Primo,Acer,Android,https://swappa.com/listing/YDJ036/view,.
Includes extras!!,good,8,Unlocked,60,Blu Neo XL (Unlocked),Neo XL ,BLU,Android,https://swappa.com/listing/BBB541/view,.
Super MINT HTC U Ultra For Sale!,good,64,Unlocked,265,HTC U Ultra - International Dual Sim (Unlocked) [U-1u],U Ultra -,HTC,Android,https://swappa.com/listing/KQX798/view,.
"HTC U Ultra - International Dual Sim (Unlocked) [U-1u], Blue, 4 GB RAM, 64 GB, in Excellent Cond",good,64,Unlocked,320,HTC U Ultra - International Dual Sim (Unlocked) [U-1u],U Ultra -,HTC,Android,https://swappa.com/listing/EYN876/view,.
Mint HTC U ultra with Glass Screen protector install,good,64,Unlocked,340,HTC U Ultra - International Dual Sim (Unlocked) [U-1u],U Ultra -,HTC,Android,https://swappa.com/listing/YZY561/view,.
HTC U Ultra,good,64,Unlocked,360,HTC U Ultra - International Dual Sim (Unlocked) [U-1u],U Ultra -,HTC,Android,https://swappa.com/listing/TRH835/view,.
"9.5/10 HTC Ultra - w/glass screen protector installed,3 cases",good,64,Unlocked,400,HTC U Ultra - International Dual Sim (Unlocked) [U-1u],U Ultra -,HTC,Android,https://swappa.com/listing/ZXK406/view,.
Mint Condition Mystic Silver Huawei P10 64 GB,good,64,Unlocked,385,Huawei P10 (Unlocked),P10,Huawei,Android,https://swappa.com/listing/LXK633/view,.
Huawei P10 Blue 64 GB Practically New!,good,64,Unlocked,345,Huawei P10 (Unlocked),P10,Huawei,Android,https://swappa.com/listing/TMQ455/view,.
Huawei P10 VTR-L09 Graphite Black 64GB 4GB RAM,good,64,Unlocked,415,Huawei P10 (Unlocked),P10,Huawei,Android,https://swappa.com/listing/VEN289/view,.
"Huawei P10 (VTR-L09) unlocked, never used, original box + accessories",good,64,Unlocked,369,Huawei P10 (Unlocked),P10,Huawei,Android,https://swappa.com/listing/JQL720/view,.
Mint Condition Dazzling Blue Huawei P10 UNLOCKED WITH EXTRAS!,good,64,Unlocked,375,Huawei P10 (Unlocked),P10,Huawei,Android,https://swappa.com/listing/ZWH724/view,.
BLU Studio 5 C Unlocked Dual Sim,good,4,Unlocked,40,Blu Studio 5.0 C  (Unlocked),Studio 5.0 C,BLU,Android,https://swappa.com/listing/EQJ139/view,.
"LG Fx0, Translucent Gold, Unlocked, Can be flashed to CM 11 or FFOS 26 (Final)",good,16,Unlocked,70,LG Fx0 (Unlocked),Fx0,LG,Android,https://swappa.com/listing/GZN896/view,.
"Lenovo P2 mint condition, all unused accessories.",good,64,Unlocked,205,Lenovo P2 (Unlocked),P2,Lenovo,Android,https://swappa.com/listing/JCR976/view,.
"Xiaomi Redmi Note 4X - Unlocked with TWRP installed.  5.5 Disp,  3GB RAM,  32GB ROM,  SD up to 128GB",good,32,Unlocked,105,Xiaomi Redmi Note 4 (Unlocked),Redmi Note 4,Xiaomi,Android,https://swappa.com/listing/RMY401/view,.
"Xiaomi Redmi Note 4 (Unlocked),snapdragon 625, Gold, 3 GB RAM, 32 GB.",good,32,Unlocked,140,Xiaomi Redmi Note 4 (Unlocked),Redmi Note 4,Xiaomi,Android,https://swappa.com/listing/SWI370/view,.
Redmi Note 4 Black 32GB GREAT condition,good,32,Unlocked,130,Xiaomi Redmi Note 4 (Unlocked),Redmi Note 4,Xiaomi,Android,https://swappa.com/listing/PMQ318/view,.
Brand New (Wrapped) Redmi Note 4 GOLD Double SIM 3+32GB International UNLOCKED,good,32,Unlocked,173,Xiaomi Redmi Note 4 (Unlocked),Redmi Note 4,Xiaomi,Android,https://swappa.com/listing/KTQ295/view,.
Brand New (Wrapped) Redmi Note 4 GOLD Double SIM 3+32GB International UNLOCKED,good,32,Unlocked,173,Xiaomi Redmi Note 4 (Unlocked),Redmi Note 4,Xiaomi,Android,https://swappa.com/listing/BMC037/view,.
Mint condition lightly used Pop 4 plus,good,16,Unlocked,70,Alcatel Pop 4 Plus (Unlocked),Pop 4 Plus,Alcatel,Android,https://swappa.com/listing/RAC849/view,.
"Brand New Alcatel POP 4 Plus Unlocked - 16GB, 5.5"" HD Sreen. Dual Sim",good,16,Unlocked,89,Alcatel Pop 4 Plus (Unlocked),Pop 4 Plus,Alcatel,Android,https://swappa.com/listing/DAW604/view,.
"Brand New Alcatel POP 4 Plus Unlocked - 16GB, 5.5"" HD Sreen. Dual Sim",good,16,Unlocked,90,Alcatel Pop 4 Plus (Unlocked),Pop 4 Plus,Alcatel,Android,https://swappa.com/listing/SVQ533/view,.
"Brand New Alcatel POP 4 Plus Unlocked - 16GB, 5.5"" HD Sreen. Dual Sim",good,16,Unlocked,94,Alcatel Pop 4 Plus (Unlocked),Pop 4 Plus,Alcatel,Android,https://swappa.com/listing/JMX950/view,.
"Alcatel Pop 4 Plus (Unlocked), Metal Silver, 16 GB, Dual SIM, new (open box)",good,16,Unlocked,80,Alcatel Pop 4 Plus (Unlocked),Pop 4 Plus,Alcatel,Android,https://swappa.com/listing/CHF915/view,.
Honor Magic.,Fair,64,Unlocked,190,Huawei Honor Magic (Unlocked),Honor Magic ,Huawei,Android,https://swappa.com/listing/WQH426/view,.
Honor magic,good,64,Unlocked,385,Huawei Honor Magic (Unlocked),Honor Magic ,Huawei,Android,https://swappa.com/listing/GSM360/view,.
Blu Grand 5.5 HD. Good phone. Unlocked.,good,8,Unlocked,50,Blu Grand 5.5 HD (Unlocked),Grand 5.5 HD,BLU,Android,https://swappa.com/listing/JRU918/view,.
unlocked world phone Mi Note 2,good,128,Unlocked,250,Xiaomi Mi Note 2 (Unlocked),Mi Note 2,Xiaomi,Android,https://swappa.com/listing/BVV585/view,.
Xiaomi Mi Note 2  - Good to Mint condition.  Global Version Unlocked 128GB/GB,good,128,Unlocked,320,Xiaomi Mi Note 2 (Unlocked),Mi Note 2,Xiaomi,Android,https://swappa.com/listing/BDB960/view,.
Xiaomi Mi Note 2 (128GB/6GB) in excellent condition!,good,128,Unlocked,365,Xiaomi Mi Note 2 (Unlocked),Mi Note 2,Xiaomi,Android,https://swappa.com/listing/BJU485/view,.
Xiaomi Mi Note 2 6gb/128gb Black,good,128,Unlocked,350,Xiaomi Mi Note 2 (Unlocked),Mi Note 2,Xiaomi,Android,https://swappa.com/listing/QKL102/view,.
