description,condition,memory,network,price,title,Model,Brand,OS,url,raw_content
B+ grade - used condition - will have some light scratches or scuffs - device only - 1 day handling,good,8,Unlocked,75,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/XNM376/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,8,Unlocked,80,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5878/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,8,Unlocked,80,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5879/view,.
Apple iPhone 5C 16G|Unlocked|Trusted Seller|Blue|Good Condition|Full Accessories|Fast Shipping,good,16,Unlocked,84,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/NPU685/view,.
Apple iPhone 5c - 8GB - Pink (ATT) GSM Unlocked,good,8,Unlocked,85,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/TQL455/view,.
"TEMPERED GLASS, CHARGING CABLE, & EARPHONES INCLUDED FAST SHIPPING",Fair,8,Unlocked,85,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/SYL694/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,16,Unlocked,90,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5624/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,16,Unlocked,90,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5629/view,.
Apple iPhone 5C 16G|Unlocked|Trusted Seller|White|Near Mint Condition|Full Accessories|Fast Shipping,good,16,Unlocked,95,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/NWM379/view,.
Good condition with light wears,good,16,Unlocked,95,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/1392/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,8,Unlocked,100,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5963/view,.
Apple iPhone 6 Plus - A1522 - UL - 16GB - FF,Fair,16,Unlocked,100,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/NRM731/view,.
Fair: Fair Condition l Apple iPhone 5c Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,32,Unlocked,110,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/6750/view,.
Fair: Fair Condition l Apple iPhone 5c Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,32,Unlocked,110,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/6753/view,.
Fair: Fair Condition l Apple iPhone 5C Unlocked l 30 Day Warranty l Trusted Corporate Seller,Fair,32,Unlocked,110,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/6749/view,.
Unlocked - Works on ALL GSM Networks - Fast & Free Shipping,good,8,Unlocked,115,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5522/view,.
Unlocked - Works on ALL GSM Networks - Fast & Free Shipping,good,16,Unlocked,139,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/buy/stock/5526/view,.
Apple iPhone 5C 32G|Unlocked|Trusted Seller|Blue|Near Mint Condition|Full Accessories|Fast Shipping,good,32,Unlocked,105,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/JKZ955/view,.
Apple iPhone 5C 16G|Unlocked|Trusted Seller|White|Good Condition|Full Accessories|Fast Shipping,good,16,Unlocked,84,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/WXD599/view,.
Apple iPhone 5C (Unlocked) [A1532] - Blue - 32GB - Good - SHIPS TODAY!,good,32,Unlocked,105,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/ZFI230/view,.
iPhone 5c 32gb,Fair,32,Unlocked,75,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/GSQ756/view,.
Pink iPhone 5C - 32GB - Comes with Case + Tempered Glass Protector Already On - Near mint condition,good,32,Unlocked,105,Apple iPhone 5C (Unlocked) [A1532],iPhone 5C,Apple,iOS,https://swappa.com/listing/HRP667/view,.
Featured: Used iPhone 6 64GB Silver - excellent condition.,good,64,Unlocked,235,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/KYK364/view,.
"Featured: Clean, unlocked Gold iPhone 6 64 gb.",good,64,Unlocked,260,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/ACD925/view,.
Featured: iPhone 6 - 64Gb - iOs 11.0.2 - Verizon - B Grade - Factory Unlocked - 14 Day Warranty,good,64,Unlocked,285,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/NTT094/view,.
Featured: iPhone 6 - 128Gb - iOs 11.0.1 - Unlocked - B Grade - Factory Unlocked - 14 Day Warranty,good,128,Unlocked,335,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/HYY650/view,.
Featured: iPhone 6 - 128Gb - iOs 10.3.3 - Unlocked - A Grade - Factory Unlocked - 14 Day Warranty,good,128,Unlocked,350,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/DBA827/view,.
iPhone 6 16GB Unlocked (Silver) | Fair | Trusted Business Seller | 30 Day Warranty | Ships Fast,Fair,16,Unlocked,205,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/10115/view,.
iphone6 16GB unlocked in execellent condition,good,16,Unlocked,205,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/VQM422/view,.
Very Good Condition | Fully Functional | Trusted Swappa seller | 14 Day Warranty | Fast Shipping,good,16,Unlocked,209,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/EEX107/view,.
Great Condition | Fully Functional | Charger Included | 30 Day Warranty | Fast Shipping,good,16,Unlocked,214,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/PVC945/view,.
Apple iPhone 6 - 16GB Gray Space Factory Unlocked Smartphone,good,16,Unlocked,214,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/BGM346/view,.
iPhone 6 16 GB unlocked,good,16,Unlocked,215,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/WTN462/view,.
iPhone 6 16GB Unlocked (Gray) |  Good  |  Trusted Business Seller  |  30 Day Warranty  |  Ships Fast,good,16,Unlocked,219,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/12888/view,.
16gb unlocked iPhone 6 space grey,good,16,Unlocked,225,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/DND902/view,.
Unlocked - Works on ALL GSM Networks - Fast & Free Shipping,good,16,Unlocked,249,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/9651/view,.
FREE charging case,good,64,Unlocked,250,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/KVI540/view,.
Unlocked iPhone 6 64gb Gold,good,64,Unlocked,255,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/LIV986/view,.
UNLOCKED APPLE IPHONE 6 SPACE GREY 64GB IOS 11.0.3 UNLOCKED DEVICE,good,64,Unlocked,259,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/ZQG254/view,.
Unlocked 128GB iPhone 6,good,128,Unlocked,260,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/YHP064/view,.
"iphone 6, 64gb, space gray, unlocked, includes new original accessories",good,64,Unlocked,275,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/MEQ375/view,.
Apple iPhone 6 Unlocked,good,64,Unlocked,289,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/XXJ433/view,.
*UNLOCKED* FAIR iPhone 6 -EXPEDITED SHIPPING-CORPORATE TRUSTED SELLER-WARRANTY INCLUDED,Fair,128,Unlocked,299,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/buy/stock/10604/view,.
Apple iPhone 6 Unlocked,good,64,Unlocked,299,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/NRT519/view,.
Selling iPhone 6 Unlocked Gold 128GB Near Mint!,good,128,Unlocked,440,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/XWJ450/view,.
Apple iPhone 6 (Unlocked) 16GB SILVER *CHARGER INCLUDED*,good,16,Unlocked,205,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/HKM217/view,.
Used iPhone 6 128 GB Gold - Unlocked,good,128,Unlocked,310,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/SDA990/view,.
"Unlocked iPhone 6 with Unused Power Adapter, Lightning Cable, and Headphones",good,16,Unlocked,199,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/NZZ971/view,.
iPhone 6,good,64,Unlocked,253,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/WXP373/view,.
iPhone 6 unlocked,Fair,16,Unlocked,184,Apple iPhone 6 (Unlocked) [A1586],iPhone 6,Apple,iOS,https://swappa.com/listing/WCQ999/view,.
iPhone 8 Plus 64GB Unlocked (Gray) | Good | Trusted Business Seller | 30 Day Warranty |  Ships Fast,good,64,Unlocked,699,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/buy/stock/13363/view,.
iPhone 8 Plus 64GB (Space Gray) UNLOCKED *7 weeks old*,good,64,Unlocked,719,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/VPV546/view,.
iPhone 8 Plus 64GB Unlocked (Silver)| Mint  | Trusted Business Seller | 30 Day Warranty | Ships Fast,good,64,Unlocked,739,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/buy/stock/13388/view,.
MAKING PHONES GREAT AGAIN,good,64,Unlocked,749,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/ZZT163/view,.
iPhone 8 Plus 256GB Unlocked  (Gray) | Good | Trusted Business Seller | 30 Day Warranty | Ships Fast,good,256,Unlocked,819,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/buy/stock/13219/view,.
iPhones 8 Plus 64gb Silver Unlocked,good,64,Unlocked,825,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/JBP033/view,.
iPhone 8 Plus 256GB Unlocked (Silver)| Mint | Trusted Business Seller | 30 Day Warranty | Ships Fast,good,256,Unlocked,849,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/buy/stock/13076/view,.
iPhone 8 Plus 256 gb Silver Unlocked,good,256,Unlocked,855,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/FJS426/view,.
Mint Unlocked iPhone 8 Plus 256GB Gold (Original Plastic Still On),good,256,Unlocked,859,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/VTW667/view,.
iPhone 8 plus gold factory unlocked BRAND NEW UNDER WARRANTY FACTORY,good,64,Unlocked,870,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/HZR536/view,.
Brand new IPhone 8 Plus 64GB Black,good,64,Unlocked,875,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/NWG281/view,.
iPhone 8 Plus 256gb unlocked,good,256,Unlocked,875,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/EIM247/view,.
iPhone 8 Plus 256gb unlocked,good,256,Unlocked,875,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/BNR653/view,.
iPhone 8 Plus 256gb unlocked,good,256,Unlocked,875,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/ZJB786/view,.
Brand new Sealed - 1 year Apple Warranty - Fast Free Shipping,good,64,Unlocked,900,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/buy/stock/12990/view,.
MINT iPhone 8 Plus Space Grey 256 GB w/ APPLECARE+ & Leather Case,good,256,Unlocked,959,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/QMJ512/view,.
SHIPS FAST! 256GB *BRAND NEW 1 Year Apple Warranty* iPhone 8 Plus Black World Ready Unlocked,good,256,Unlocked,1535,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/JHY513/view,.
Apple iPhone 8 Plus Unlocked 256gb,good,256,Unlocked,809,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/BTK829/view,.
Apple iPhone 8Plus GSM Unlocked (Black),good,64,Unlocked,755,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/CPW305/view,.
Lightly used iPhone 8+,good,64,Unlocked,690,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/NRP428/view,.
Clean Space Gray 256 GB iPhone 8 Plus,good,256,Unlocked,820,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/GVT871/view,.
MAKING PHONES GREAT AGAIN,good,256,Unlocked,849,Apple iPhone 8 Plus (Unlocked) [A1864],iPhone 8 Plus,Apple,iOS,https://swappa.com/listing/MPH948/view,.
B+ stock - good condition for used phone - device only - no accessories - 1 day handling.,good,32,Unlocked,170,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/QPQ311/view,.
Very Good Condition Barely Used Motorola G5 Plus,good,32,Unlocked,170,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/EED302/view,.
"MOTO G5 Plus 32GB, Rooted, TWRP, Oreo 8.0 Pixel Experience ROM.",good,32,Unlocked,170,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/PAQ197/view,.
Moto G5 Plus (unlocked),good,32,Unlocked,180,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/CWZ078/view,.
32 GB Lunar Grey still under warranty,good,32,Unlocked,190,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/VTM006/view,.
Unlocked Moto G5 Plus - USPS Priority Shipping! - 4GB RAM - 64GB Storage - In Warranty,good,64,Unlocked,195,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/NCP617/view,.
moto g5 plus unlocked bootloader,good,32,Unlocked,200,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/YUW881/view,.
Excellent Condition Unlocked Moto G5 Plus 64GB,good,64,Unlocked,220,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/WDY294/view,.
NEW | MOTO G5 PLUS | GREY | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/FKW531/view,.
NEW | MOTO G5 PLUS | GREY | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/PFS963/view,.
NEW | MOTO G5 PLUS | GREY | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/XYH018/view,.
NEW | MOTO G5 PLUS | GOLD | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/QTE465/view,.
NEW | MOTO G5 PLUS | GOLD | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/JSJ617/view,.
NEW | MOTO G5 PLUS | GOLD | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/JRK712/view,.
NEW | MOTO G5 PLUS | GOLD | 32GB | BOX/CHARGER | FAST SHIPPING | TRUSTED SELLER,good,32,Unlocked,225,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/JJB312/view,.
PERFECT CONDITION | FREE CASE | SAME DAY SHIPPING | ORIGINAL BOX/ACCESSORIES,good,64,Unlocked,230,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/GPM579/view,.
NEW | MOTO G5 PLUS | GREY | 64GB | FAST SHIPPING | TRUSTED SELLER,good,64,Unlocked,245,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/HGI973/view,.
"Moto G5 Plus (Unlocked), Gray, 4 GB RAM, 64 GB, Lunar Grey",good,64,Unlocked,250,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/SPN020/view,.
Motorola - Moto G Plus (5th Gen) 4G LTE with 64GB Memory Cell Phone (Unlocked) - Lunar Gray,good,64,Unlocked,260,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/MCU235/view,.
"Brand new, sealed box, UNLOCKED Moto G5 Plus 64GB",good,64,Unlocked,294,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/JYB564/view,.
LOWEST PRICED! NEARLY NEW UNLOCKED 32GB GOLD MOTOROLA MOTO G5 PLUS. FIVE STAR SELLER! FAST SHIPPING!,good,32,Unlocked,179,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/XCK692/view,.
Sealed 64GB Lunar Grey Moto G5 Plus with extras,good,64,Unlocked,235,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/CIT283/view,.
Unlocked Moto G5 Plus ~ Ships Same Day as Payment ~ GSM ~ Works Great ~ NOT Password Locked ~ 64GB,good,64,Unlocked,190,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/YRV349/view,.
"Motorola G5 Plus Unlocked Two Months Old Factory Warranty Until Sept 27, 2018",good,32,Unlocked,180,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/QEC319/view,.
Great Condition phone!!,good,64,Unlocked,215,Moto G5 Plus (Unlocked),moto G5 Plus ,Motorola,Android,https://swappa.com/listing/WRF963/view,.
Featured: Used for a week,good,128,Unlocked,675,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/CDV022/view,.
Featured: Mint Google Pixel 2 Just Black 128 GB with USPS Priority Shipping,good,128,Unlocked,750,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/BLS331/view,.
"Featured: Daydream Headset, Unlocked, Fast Shipping!",good,128,Unlocked,790,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/CDM358/view,.
Featured: New (open-box)  Pixel 2 - 128gb in original packaging  w/ ** Free Fast shipping!**,good,128,Unlocked,795,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/VRA302/view,.
Used few weeks,good,64,Unlocked,600,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/SFX728/view,.
"Google Pixel 2 Black 64GB Unlocked (Verizon, T-mobile, AT&T, Sprint), New Resale, FREE SHIPPING",good,64,Unlocked,630,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/UGQ802/view,.
Brand New Google Pixel 2,good,64,Unlocked,635,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/SGD378/view,.
Google Edition - Pixel 2 64gb,good,64,Unlocked,650,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/LPF225/view,.
Pixel 2 - 64 GB - LNIB Black,good,64,Unlocked,650,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/VWB218/view,.
Google Pixel 2 64GB Unlocked (White) | New | Trusted Business Seller | 30 Day Warranty | Ships Fast,good,128,Unlocked,689,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/buy/stock/12953/view,.
Google Pixel 2 64GB Unlocked (Black) | New | Trusted Business Seller | 30 Day Warranty | Ships Fast,good,64,Unlocked,689,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/buy/stock/12954/view,.
New in box 128gb,good,64,Unlocked,695,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/FLG573/view,.
Google Pixel 2 - BLACK 64GB - MINT/NEW,good,64,Unlocked,700,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/TQN377/view,.
Just Black Pixel 2 64gb,good,64,Unlocked,700,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/JEI360/view,.
"Brand new, sealed, unopened, from Google",good,128,Unlocked,710,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/CKR748/view,.
Brand new Pixel 2 Box and bill Never activated still under plastic wrap and,good,128,Unlocked,720,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/RCG634/view,.
Just Black 128gb mint condition,good,64,Unlocked,735,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/EWT186/view,.
Google Pixel 2 128gb w/Preferred Care + Extras,good,64,Unlocked,950,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/QAU685/view,.
Pixel 2,good,64,Unlocked,575,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/NGB364/view,.
NeverOpenedGooglepixel2-64gb,good,64,Unlocked,639,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/QEQ568/view,.
Brand new sealed White Pixel 2 64 GB,good,64,Unlocked,650,Google Pixel 2 - Google Edition (Unlocked),Pixel 2,Google,Android,https://swappa.com/listing/ZTB700/view,.
Featured: Brand New Sealed iPhone X 256 GB,good,256,Unlocked,1330,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/ISZ127/view,.
Featured: Brand New UNLOCKED 256GB Silver iPhone X Global Version,good,256,Unlocked,1355,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/AJH238/view,.
Featured:  Brand New UNLOCKED 256GB Space Gray iPhone X Global Version,good,256,Unlocked,1355,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/LSM933/view,.
Featured: Brand new and ready to ship,good,256,Unlocked,1399,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/IJM738/view,.
Featured: Brand New Sealed iphone X 64GB Black,good,64,Unlocked,1500,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/CNP317/view,.
Sealed new unlocked iPhone X space grey  a1865,good,64,Unlocked,1190,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/HIZ032/view,.
**SEALED** | IPHONE X | SPACE GRAY | 64GB | GSM/CDMA UNLOCKED | INCLUDES APPLE STORE RECEIPT,good,64,Unlocked,1215,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/UQM125/view,.
Apple iPhone X Unlocked Global + GSM CMDA,good,64,Unlocked,1229,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/PVZ211/view,.
FACTORY UNLOCKED iPhone X 64gb SEALED,good,64,Unlocked,1235,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/YTQ871/view,.
Iphone X 64gb in space gray factory unlocked,good,64,Unlocked,1279,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/DVZ550/view,.
"Brand New, Factory Sealed iPhone X - 64 GB - Space Gray - Unlocked - Fast shipping!",good,64,Unlocked,1295,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/DBX951/view,.
"Brand New, Factory Sealed iPhone X - 64 GB - Silver - Unlocked - Fast shipping!",good,64,Unlocked,1295,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/JRC890/view,.
"Brand new, factory sealed, genuine. Priority Mail shipping!",good,64,Unlocked,1299,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/EMX683/view,.
iPhone X 256GB open silver unlocked,good,256,Unlocked,1325,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/UUP999/view,.
New Sealed iPhone X 256 Silver,good,256,Unlocked,1330,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/UXG352/view,.
IPHONE X SILVER 256GB UNLOCKED VERIZON FACTORY SEALED. PURCHASED FROM APPLE STORE 11/17/2017,good,256,Unlocked,1335,Apple iPhone X (Unlocked) [A1865],iPhone X,Apple,iOS,https://swappa.com/listing/HNF258/view,.
